iter	RMSE
156	0.3823496422
157	0.3813855807
158	0.3806482182
159	0.3800708448
160	0.3795433864
161	0.3784398307
162	0.3772528051
163	0.3761855731
164	0.3753766733
165	0.3745343802
166	0.3738518741
167	0.3728486275
168	0.3720990559
169	0.3714952732
170	0.370770118
171	0.3699564216
172	0.3693291909
173	0.3687575275
174	0.3679801772
175	0.3675753769
176	0.3667763321
177	0.3661264318
178	0.3653531231
179	0.364344729
180	0.3636499315
181	0.3630984568
182	0.3624720635
183	0.3619238086
184	0.3612347844
185	0.3606107395
186	0.3597405599
187	0.3590124995
188	0.3580012738
189	0.3573751737
190	0.3568421873
191	0.3562844192
192	0.3557819337
193	0.3550883551
194	0.3541601864
195	0.3536080408
196	0.3531076168
197	0.3526585071
198	0.352168761
199	0.3511821078
200	0.3503849171
201	0.3498132905
202	0.3491211847
203	0.348435202
204	0.3475478141
205	0.346681802
206	0.3461552413
207	0.3455797991
208	0.3450453353
209	0.3442889439
210	0.3433847882
211	0.3428147847
212	0.3422946785
213	0.3416519333
214	0.3409885533
215	0.3404168722
216	0.3399692226
217	0.3395330135
218	0.3387902282
219	0.3382500548
220	0.3376771968
221	0.3368042043
222	0.3363232682
223	0.3358959037
224	0.3354527839
225	0.3351769636
226	0.3347087982
227	0.3343779235
228	0.333462247
229	0.3329580818
230	0.332250112
231	0.3318263504
232	0.3311347279
233	0.3307139405
234	0.3299852973
235	0.3292202531
236	0.3285572237
237	0.3281205525
238	0.3275452561
239	0.3268080418
240	0.326209298
241	0.3258175461
242	0.3254134965
243	0.324696202
244	0.3242936121
245	0.323716904
246	0.3232168659
247	0.3226376536
248	0.3221837646
249	0.3217115375
250	0.3208254985
251	0.3202944095
252	0.3194651357
253	0.3188638156
254	0.3182252243
255	0.3179045089
256	0.3175309831
257	0.3169371943
258	0.3161716019
259	0.3158322484
260	0.3152105674
261	0.3147777911
262	0.3143644337
263	0.3140091804
264	0.3131969944
265	0.3123081573
266	0.311834493
267	0.3110812212
268	0.310665767
269	0.3101212254
270	0.3096873864
271	0.3093453164
272	0.3086405602
273	0.3078799952
274	0.3071568867
275	0.3067277689
276	0.3063392998
277	0.3060031
278	0.3052560776
279	0.3045628227
280	0.3042264187
281	0.3037237738
282	0.3033897265
283	0.3028185092
284	0.3024573709
285	0.3018251665
286	0.3014415664
287	0.3011305268
288	0.300414331
289	0.3000005898
290	0.2997118107
291	0.2992277551
292	0.2989511787
293	0.2981255196
294	0.2978399545
295	0.2975020042
296	0.2968407347
297	0.2961668069
298	0.2957373245
299	0.2952831424
300	0.2949326599
301	0.2945105501
302	0.2938824468
303	0.2932971646
304	0.2929468655
305	0.2925274815
306	0.2922935173
307	0.2919051789
308	0.2914232345
309	0.2910507537
310	0.2905913294
311	0.2899282207
312	0.2892789289
313	0.2889844144
314	0.2883723466
315	0.2877324733
316	0.287385738
317	0.2869348757
318	0.2865010725
319	0.2858952671
320	0.2854472891
321	0.2851048347
322	0.2845581882
323	0.2841070048
324	0.2837206
325	0.283320732
326	0.2827890217
327	0.2824696688
328	0.2819867487
329	0.2815186741
330	0.2811944331
331	0.2807831408
332	0.2803128574
333	0.279701075
334	0.2793234667
335	0.2788669415
336	0.2784114433
337	0.2779326019
338	0.2775044414
339	0.2772543635
340	0.2766114942
341	0.2763189843
342	0.2760204336
343	0.2757248102
344	0.2752628023
345	0.2748508798
346	0.2744793157
347	0.2739746653
348	0.2734668643
349	0.2729599076
350	0.2722456808
351	0.2716338717
352	0.2713218282
353	0.2709574599
354	0.2706542274
355	0.2703495229
356	0.2699262487
357	0.2696340553
358	0.2693824754
359	0.269090277
360	0.268677185
361	0.2683297834
362	0.2679761357
363	0.2674604789
364	0.2670534461
365	0.266801197
366	0.2664222185
367	0.2659872068
368	0.2656321752
369	0.2653118488
370	0.2647723859
371	0.2643622096
372	0.2639796575
373	0.2634207063
374	0.2630649017
375	0.2625524176
376	0.2622460617
377	0.2620269954
378	0.2615686826
379	0.2612497845
380	0.2608284665
381	0.2604477561
382	0.2600116685
383	0.2596964992
384	0.2594320954
385	0.2589413068
386	0.258473705
387	0.2581540945
388	0.257712941
389	0.2574566516
390	0.2571444395
391	0.2567259752
392	0.2563620649
393	0.2561273157
394	0.2555828449
395	0.2552419896
396	0.2550264359
397	0.2547391489
398	0.2544352409
399	0.2540702715
400	0.2535296533
401	0.2532304128
402	0.2528437043
403	0.2525133035
404	0.2522571207
405	0.2518518441
406	0.2515643798
407	0.2512058302
408	0.2509217378
409	0.2505306839
410	0.2502863354
411	0.2500905898
412	0.2497135622
413	0.2492405029
414	0.2489263846
415	0.248566083
416	0.2482586498
417	0.2478127348
418	0.2474334795
419	0.2470955565
420	0.2469166381
421	0.2465183681
422	0.2459861269
423	0.2457137526
424	0.2455031053
425	0.245198864
426	0.244760211
427	0.2443518395
428	0.2439980035
429	0.2436348762
430	0.2433042441
431	0.2430177944
432	0.2424904443
433	0.2422193375
434	0.2418878052
435	0.2415232824
436	0.2412870017
437	0.2410413928
438	0.2407762784
439	0.2403314825
440	0.2398868947
441	0.2394508606
442	0.2390056015
443	0.2386317887
444	0.2383001864
445	0.2379807754
446	0.2377196458
447	0.2373863843
448	0.2371329034
449	0.2369362101
450	0.2366838844
451	0.2364251956
452	0.2361721733
453	0.2359167264
454	0.2356738184
455	0.2354025631
456	0.2350640683
457	0.2347290277
458	0.2344197676
459	0.2340759272
460	0.233593758
461	0.2334176103
462	0.2332516052
463	0.2330040684
464	0.2327343086
465	0.2325345499
466	0.2321971716
467	0.2319592908
468	0.2316600559
469	0.2313050694
470	0.2310607529
471	0.2308707862
472	0.2305706861
473	0.230431528
474	0.230138324
475	0.2296249868
476	0.2294427643
477	0.2289912442
478	0.2287841273
479	0.2284462999
480	0.22820585
481	0.2279676572
482	0.227752178
483	0.2274582108
484	0.2271862183
485	0.226824424
486	0.2265464033
487	0.2262612826
488	0.2258415241
489	0.2254228038
490	0.2251900733
491	0.2248990457
492	0.2245937291
493	0.2241973156
494	0.2237550146
495	0.2233525321
496	0.2230900798
497	0.2227975176
498	0.2223954152
499	0.222033442
500	0.2217976815
501	0.2215184102
502	0.2212672821
503	0.2209475368
504	0.2207376987
505	0.2204306298
506	0.220164288
507	0.2199726935
508	0.2198090732
509	0.2196225729
510	0.2191927091
511	0.218846872
512	0.2185666778
513	0.2182385173
514	0.2179648718
515	0.2177893625
516	0.2174858331
517	0.21724514
518	0.216961207
519	0.2166580348
520	0.2163173131
521	0.2161051462
522	0.2158991158
523	0.2156058147
524	0.21540653
525	0.2149951949
526	0.2147868132
527	0.2145096416
528	0.2142344748
529	0.2139599598
530	0.2137863365
531	0.2134803326
532	0.2132699989
533	0.2129511495
534	0.2126789025
535	0.2124797004
536	0.2123632879
537	0.2120936322
538	0.2117180271
539	0.2114952517
540	0.2111906805
541	0.2109324947
542	0.2106152577
543	0.2103106296
544	0.2101339334
545	0.2098952003
546	0.2097182331
547	0.2095362728
548	0.2092265267
549	0.2089961705
550	0.208722884
551	0.2084673774
552	0.2081619299
553	0.2080429975
554	0.207799671
555	0.2075442545
556	0.2073046107
557	0.2070429089
558	0.2067449152
559	0.2064924062
560	0.2063110518
561	0.2061675205
562	0.2058444131
563	0.205675762
564	0.205538248
565	0.2053448619
566	0.2050553466
567	0.2047922595
568	0.2046322671
569	0.2044435803
570	0.204007075
571	0.2037038965
572	0.203329025
573	0.2031191282
574	0.2027986134
575	0.2025872726
576	0.2023372639
577	0.2021103255
578	0.2018803509
579	0.2015903426
580	0.2012358287
581	0.2010844685
582	0.2007762846
583	0.2006253036
584	0.2003767727
585	0.2000735923
586	0.1997804404
587	0.1996403597
588	0.1994515438
589	0.1990097567
590	0.1988870573
591	0.1986121076
592	0.1983306432
593	0.1981392606
594	0.1977421132
595	0.1974414486
596	0.1971137852
597	0.1968310843
598	0.1965676318
599	0.1961899361
600	0.1959266506
601	0.195718868
602	0.1953732484
603	0.1950935177
604	0.194901276
605	0.1946473184
606	0.1944323741
607	0.1941616322
608	0.1939413084
609	0.1936504852
610	0.1933510211
611	0.1930763882
612	0.1927508293
613	0.1924401686
614	0.1922532179
615	0.1919363066
616	0.1916083759
617	0.1913938022
618	0.1912484191
619	0.1910927651
620	0.1908785555
621	0.1906942066
622	0.1905624342
623	0.1903577707
624	0.1902206358
625	0.1898698869
626	0.1895266299
627	0.1892891379
628	0.1891195457
629	0.1888246094
630	0.1886892126
631	0.1885001469
632	0.1882948461
633	0.1880160139
634	0.1878702938
635	0.1876263707
636	0.187436419
637	0.1871467216
638	0.1868876036
639	0.1865741403
640	0.1863344757
641	0.1861998718
642	0.1859306431
643	0.185747835
644	0.1854983612
645	0.1853838267
646	0.1851269143
647	0.1848075138
648	0.184639217
649	0.1845336934
650	0.1844081506
651	0.1841072875
652	0.1839792676
653	0.1837142066
654	0.1835814329
655	0.1834234082
656	0.1831237816
657	0.1829002719
658	0.1827490018
659	0.1824378735
660	0.1821424132
661	0.1819604446
662	0.181704052
663	0.1813756176
664	0.1811010846
665	0.1809263266
666	0.1807510103
667	0.1806353346
668	0.1804275082
669	0.1802235634
670	0.1800726976
671	0.1799072232
672	0.1796873129
673	0.1793711538
674	0.1791685813
675	0.1788805278
676	0.1786807918
677	0.1784444606
678	0.1782225042
679	0.1780414514
680	0.1777637162
681	0.1775724324
682	0.1773510183
683	0.1770979884
684	0.1767556959
685	0.1765085911
686	0.1762408642
687	0.1761233765
688	0.1759226438
689	0.1756963785
690	0.1753835671
691	0.1752095714
692	0.1750135507
693	0.1747838497
694	0.1746468009
695	0.1743181153
696	0.1740771912
697	0.1738374448
698	0.1737229111
699	0.1733851678
700	0.1731975228
701	0.1729957235
702	0.1728485739
703	0.1726987368
704	0.172470972
705	0.1722209373
706	0.1720511568
707	0.1717934182
708	0.1715174927
709	0.1713150404
710	0.1711694793
711	0.1709785878
712	0.1708692153
713	0.1706611034
714	0.1704535929
715	0.1702981172
716	0.1700882796
717	0.169904444
718	0.1695723006
719	0.1694497985
720	0.169249324
721	0.169052684
722	0.168936424
723	0.1687069047
724	0.1685072812
725	0.1683392667
726	0.1680407028
727	0.1678638142
728	0.1676748319
729	0.1674391417
730	0.1671825642
731	0.1670151963
732	0.1668406794
733	0.1667137881
734	0.1665701163
735	0.1663406194
736	0.1661744114
737	0.1660671854
738	0.1659252247
739	0.16561826
740	0.1653773772
741	0.1652004226
742	0.1649704422
743	0.1646740111
744	0.164568871
745	0.1644784851
746	0.1642455766
747	0.1639987995
748	0.1637227329
749	0.1635487592
750	0.1633802503
751	0.163203511
752	0.1629360135
753	0.1626532263
754	0.1624513088
755	0.1623006848
756	0.1622152592
